Orthogroup	Coffea_canephora	Cuscuta_australis	Cuscuta_campestris	Ipomoea_aquatica	Ipomoea_batatas	Ipomoea_nil	Ipomoea_trifida	Ipomoea_triloba	Solanum_lycopersicum	Vitis_vinifera
OG0051343					ib02g03791					
OG0051344					ib02g03792					
OG0051345					ib02g03800					
OG0051346					ib02g03805					
OG0051347					ib02g03807					
OG0051348					ib02g03821					
OG0051349					ib02g03823					
OG0051350					ib02g03829					
OG0051351					ib02g03856					
OG0051352					ib02g03864					
OG0051353					ib02g03875					
OG0051354					ib02g03887					
OG0051355					ib02g03888					
OG0051356					ib02g03889					
OG0051357					ib02g03894					
OG0051358					ib02g03896					
OG0051359					ib02g03898					
OG0051360					ib02g03901					
OG0051361					ib02g03908					
OG0051362					ib02g03910					
OG0051363					ib02g03914					
OG0051364					ib02g03917					
OG0051365					ib02g03921					
OG0051366					ib02g03922					
OG0051367					ib02g03923					
OG0051368					ib02g03942					
OG0051369					ib02g03950					
OG0051370					ib02g03962					
OG0051371					ib02g03967					
OG0051372					ib02g03969					
OG0051373					ib02g03977					
OG0051374					ib02g03981					
OG0051375					ib02g03997					
OG0051376					ib02g04003					
OG0051377					ib02g04005					
OG0051378					ib02g04009					
OG0051379					ib02g04013					
OG0051380					ib02g04020					
OG0051381					ib02g04021					
OG0051382					ib02g04032					
OG0051383					ib02g04033					
OG0051384					ib02g04056					
OG0051385					ib02g04058					
OG0051386					ib02g04062					
OG0051387					ib02g04069					
OG0051388					ib02g04070					
OG0051389					ib02g04076					
OG0051390					ib02g04081					
OG0051391					ib02g04088					
OG0051392					ib02g04091					
OG0051393					ib02g04101					
OG0051394					ib02g04105					
OG0051395					ib02g04110					
OG0051396					ib02g04111					
OG0051397					ib02g04122					
OG0051398					ib02g04123					
OG0051399					ib02g04127					
OG0051400					ib02g04151					
OG0051401					ib02g04156					
OG0051402					ib02g04160					
OG0051403					ib02g04173					
OG0051404					ib02g04176					
OG0051405					ib02g04177					
OG0051406					ib02g04187					
OG0051407					ib02g04218					
OG0051408					ib02g04227					
OG0051409					ib02g04229					
OG0051410					ib02g04230					
OG0051411					ib02g04246					
OG0051412					ib02g04251					
OG0051413					ib02g04253					
OG0051414					ib02g04257					
OG0051415					ib02g04271					
OG0051416					ib02g04282					
OG0051417					ib02g04284					
OG0051418					ib02g04286					
OG0051419					ib02g04292					
OG0051420					ib02g04294					
OG0051421					ib02g04304					
OG0051422					ib02g04305					
OG0051423					ib02g04309					
OG0051424					ib02g04310					
OG0051425					ib02g04311					
OG0051426					ib02g04313					
OG0051427					ib02g04332					
OG0051428					ib02g04340					
OG0051429					ib02g04345					
OG0051430					ib02g04350					
OG0051431					ib02g04364					
OG0051432					ib02g04368					
OG0051433					ib02g04383					
OG0051434					ib02g04386					
OG0051435					ib02g04387					
OG0051436					ib02g04397					
OG0051437					ib02g04401					
OG0051438					ib02g04407					
OG0051439					ib02g04411					
OG0051440					ib02g04415					
OG0051441					ib02g04416					
OG0051442					ib02g04424					
OG0051443					ib02g04434					
OG0051444					ib02g04435					
OG0051445					ib02g04437					
OG0051446					ib02g04445					
OG0051447					ib02g04458					
OG0051448					ib02g04472					
OG0051449					ib02g04480					
OG0051450					ib02g04481					
OG0051451					ib02g04483					
OG0051452					ib02g04490					
OG0051453					ib02g04493					
OG0051454					ib02g04496					
OG0051455					ib02g04498					
OG0051456					ib02g04499					
OG0051457					ib02g04500					
OG0051458					ib02g04509					
OG0051459					ib02g04516					
OG0051460					ib02g04518					
OG0051461					ib02g04521					
OG0051462					ib02g04522					
OG0051463					ib02g04534					
OG0051464					ib02g04537					
OG0051465					ib02g04538					
OG0051466					ib02g04539					
OG0051467					ib02g04546					
OG0051468					ib02g04555					
OG0051469					ib02g04565					
OG0051470					ib02g04569					
OG0051471					ib02g04573					
OG0051472					ib02g04594					
OG0051473					ib02g04601					
OG0051474					ib02g04602					
OG0051475					ib02g04625					
OG0051476					ib02g04628					
OG0051477					ib02g04632					
OG0051478					ib02g04635					
OG0051479					ib02g04636					
OG0051480					ib02g04660					
OG0051481					ib02g04664					
OG0051482					ib02g04688					
OG0051483					ib02g04695					
OG0051484					ib02g04696					
OG0051485					ib02g04712					
OG0051486					ib02g04723					
OG0051487					ib02g04733					
OG0051488					ib02g04754					
OG0051489					ib02g04756					
OG0051490					ib02g04763					
OG0051491					ib02g04790					
OG0051492					ib02g04792					
OG0051493					ib02g04798					
OG0051494					ib02g04809					
OG0051495					ib02g04811					
OG0051496					ib02g04817					
OG0051497					ib02g04824					
OG0051498					ib02g04858					
OG0051499					ib02g04868					
OG0051500					ib02g04876					
OG0051501					ib02g04885					
OG0051502					ib02g04890					
OG0051503					ib02g04891					
OG0051504					ib02g04902					
OG0051505					ib02g04905					
OG0051506					ib02g04908					
OG0051507					ib02g04924					
OG0051508					ib02g04929					
OG0051509					ib02g04931					
OG0051510					ib02g04944					
OG0051511					ib02g04948					
OG0051512					ib02g04961					
OG0051513					ib02g04962					
OG0051514					ib02g04970					
OG0051515					ib02g04972					
OG0051516					ib02g04984					
OG0051517					ib02g04985					
OG0051518					ib02g04986					
OG0051519					ib02g04990					
OG0051520					ib02g04999					
OG0051521					ib02g05003					
OG0051522					ib02g05007					
OG0051523					ib02g05010					
OG0051524					ib02g05034					
OG0051525					ib02g05038					
OG0051526					ib02g05040					
OG0051527					ib02g05044					
OG0051528					ib02g05047					
OG0051529					ib02g05053					
OG0051530					ib02g05055					
OG0051531					ib02g05062					
OG0051532					ib02g05063					
OG0051533					ib02g05064					
OG0051534					ib02g05065					
OG0051535					ib02g05067					
OG0051536					ib02g05074					
OG0051537					ib02g05075					
OG0051538					ib02g05080					
OG0051539					ib02g05086					
OG0051540					ib02g05088					
OG0051541					ib02g05111					
OG0051542					ib02g05114					
OG0051543					ib02g05121					
OG0051544					ib02g05126					
OG0051545					ib02g05127					
OG0051546					ib02g05128					
OG0051547					ib02g05141					
OG0051548					ib02g05152					
OG0051549					ib02g05157					
OG0051550					ib02g05160					
OG0051551					ib02g05162					
OG0051552					ib02g05163					
OG0051553					ib02g05167					
OG0051554					ib02g05168					
OG0051555					ib02g05176					
OG0051556					ib03g00019					
OG0051557					ib03g00022					
OG0051558					ib03g00025					
OG0051559					ib03g00026					
OG0051560					ib03g00032					
OG0051561					ib03g00037					
OG0051562					ib03g00056					
OG0051563					ib03g00059					
OG0051564					ib03g00060					
OG0051565					ib03g00062					
OG0051566					ib03g00063					
OG0051567					ib03g00066					
OG0051568					ib03g00068					
OG0051569					ib03g00069					
OG0051570					ib03g00086					
OG0051571					ib03g00087					
OG0051572					ib03g00089					
OG0051573					ib03g00090					
OG0051574					ib03g00092					
OG0051575					ib03g00093					
OG0051576					ib03g00098					
OG0051577					ib03g00100					
OG0051578					ib03g00105					
OG0051579					ib03g00109					
OG0051580					ib03g00110					
OG0051581					ib03g00119					
OG0051582					ib03g00127					
OG0051583					ib03g00128					
OG0051584					ib03g00130					
OG0051585					ib03g00131					
OG0051586					ib03g00138					
OG0051587					ib03g00140					
OG0051588					ib03g00143					
OG0051589					ib03g00148					
OG0051590					ib03g00153					
OG0051591					ib03g00161					
OG0051592					ib03g00166					
OG0051593					ib03g00167					
OG0051594					ib03g00168					
OG0051595					ib03g00174					
OG0051596					ib03g00175					
OG0051597					ib03g00181					
OG0051598					ib03g00187					
OG0051599					ib03g00188					
OG0051600					ib03g00189					
OG0051601					ib03g00195					
OG0051602					ib03g00207					
OG0051603					ib03g00218					
OG0051604					ib03g00226					
OG0051605					ib03g00229					
OG0051606					ib03g00230					
OG0051607					ib03g00241					
OG0051608					ib03g00245					
OG0051609					ib03g00251					
OG0051610					ib03g00285					
OG0051611					ib03g00286					
OG0051612					ib03g00287					
OG0051613					ib03g00288					
OG0051614					ib03g00289					
OG0051615					ib03g00291					
OG0051616					ib03g00295					
OG0051617					ib03g00302					
OG0051618					ib03g00311					
OG0051619					ib03g00326					
OG0051620					ib03g00333					
OG0051621					ib03g00335					
OG0051622					ib03g00336					
OG0051623					ib03g00342					
OG0051624					ib03g00352					
OG0051625					ib03g00355					
OG0051626					ib03g00356					
OG0051627					ib03g00361					
OG0051628					ib03g00370					
OG0051629					ib03g00376					
OG0051630					ib03g00377					
OG0051631					ib03g00378					
OG0051632					ib03g00382					
OG0051633					ib03g00383					
OG0051634					ib03g00391					
OG0051635					ib03g00395					
OG0051636					ib03g00397					
OG0051637					ib03g00398					
OG0051638					ib03g00405					
OG0051639					ib03g00416					
OG0051640					ib03g00419					
OG0051641					ib03g00426					
OG0051642					ib03g00429					
OG0051643					ib03g00433					
OG0051644					ib03g00459					
OG0051645					ib03g00460					
OG0051646					ib03g00461					
OG0051647					ib03g00465					
OG0051648					ib03g00466					
OG0051649					ib03g00470					
OG0051650					ib03g00478					
OG0051651					ib03g00485					
OG0051652					ib03g00505					
OG0051653					ib03g00513					
OG0051654					ib03g00535					
OG0051655					ib03g00546					
OG0051656					ib03g00547					
OG0051657					ib03g00551					
OG0051658					ib03g00553					
OG0051659					ib03g00554					
OG0051660					ib03g00555					
OG0051661					ib03g00556					
OG0051662					ib03g00559					
OG0051663					ib03g00562					
OG0051664					ib03g00571					
OG0051665					ib03g00574					
OG0051666					ib03g00576					
OG0051667					ib03g00577					
OG0051668					ib03g00581					
OG0051669					ib03g00582					
OG0051670					ib03g00585					
OG0051671					ib03g00587					
OG0051672					ib03g00588					
OG0051673					ib03g00592					
OG0051674					ib03g00593					
OG0051675					ib03g00594					
OG0051676					ib03g00602					
OG0051677					ib03g00604					
OG0051678					ib03g00618					
OG0051679					ib03g00622					
OG0051680					ib03g00628					
OG0051681					ib03g00629					
OG0051682					ib03g00637					
OG0051683					ib03g00642					
OG0051684					ib03g00648					
OG0051685					ib03g00653					
OG0051686					ib03g00654					
OG0051687					ib03g00655					
OG0051688					ib03g00656					
OG0051689					ib03g00658					
OG0051690					ib03g00665					
OG0051691					ib03g00678					
OG0051692					ib03g00679					
OG0051693					ib03g00681					
OG0051694					ib03g00685					
OG0051695					ib03g00690					
OG0051696					ib03g00699					
OG0051697					ib03g00729					
OG0051698					ib03g00735					
OG0051699					ib03g00738					
OG0051700					ib03g00741					
OG0051701					ib03g00757					
OG0051702					ib03g00768					
OG0051703					ib03g00773					
OG0051704					ib03g00777					
OG0051705					ib03g00778					
OG0051706					ib03g00781					
OG0051707					ib03g00782					
OG0051708					ib03g00806					
OG0051709					ib03g00811					
OG0051710					ib03g00812					
OG0051711					ib03g00816					
OG0051712					ib03g00824					
OG0051713					ib03g00827					
OG0051714					ib03g00838					
OG0051715					ib03g00842					
OG0051716					ib03g00843					
OG0051717					ib03g00844					
OG0051718					ib03g00854					
OG0051719					ib03g00856					
OG0051720					ib03g00858					
OG0051721					ib03g00866					
OG0051722					ib03g00870					
OG0051723					ib03g00880					
OG0051724					ib03g00888					
OG0051725					ib03g00889					
OG0051726					ib03g00890					
OG0051727					ib03g00893					
OG0051728					ib03g00899					
OG0051729					ib03g00900					
OG0051730					ib03g00901					
OG0051731					ib03g00903					
OG0051732					ib03g00917					
OG0051733					ib03g00920					
OG0051734					ib03g00950					
OG0051735					ib03g00954					
OG0051736					ib03g00960					
OG0051737					ib03g00971					
OG0051738					ib03g00975					
OG0051739					ib03g00982					
OG0051740					ib03g00988					
OG0051741					ib03g00995					
OG0051742					ib03g00996					
OG0051743					ib03g01008					
OG0051744					ib03g01017					
OG0051745					ib03g01023					
OG0051746					ib03g01025					
OG0051747					ib03g01026					
OG0051748					ib03g01027					
OG0051749					ib03g01031					
OG0051750					ib03g01036					
OG0051751					ib03g01039					
OG0051752					ib03g01044					
OG0051753					ib03g01046					
OG0051754					ib03g01056					
OG0051755					ib03g01075					
OG0051756					ib03g01094					
OG0051757					ib03g01103					
OG0051758					ib03g01111					
OG0051759					ib03g01127					
OG0051760					ib03g01134					
OG0051761					ib03g01135					
OG0051762					ib03g01136					
OG0051763					ib03g01138					
OG0051764					ib03g01140					
OG0051765					ib03g01143					
OG0051766					ib03g01147					
OG0051767					ib03g01153					
OG0051768					ib03g01172					
OG0051769					ib03g01176					
OG0051770					ib03g01182					
OG0051771					ib03g01183					
OG0051772					ib03g01184					
OG0051773					ib03g01186					
OG0051774					ib03g01187					
OG0051775					ib03g01219					
OG0051776					ib03g01221					
OG0051777					ib03g01230					
OG0051778					ib03g01232					
OG0051779					ib03g01234					
OG0051780					ib03g01238					
OG0051781					ib03g01240					
OG0051782					ib03g01244					
OG0051783					ib03g01247					
OG0051784					ib03g01260					
OG0051785					ib03g01282					
OG0051786					ib03g01286					
OG0051787					ib03g01296					
OG0051788					ib03g01297					
OG0051789					ib03g01300					
OG0051790					ib03g01301					
OG0051791					ib03g01303					
OG0051792					ib03g01319					
OG0051793					ib03g01321					
OG0051794					ib03g01349					
OG0051795					ib03g01350					
OG0051796					ib03g01353					
OG0051797					ib03g01368					
OG0051798					ib03g01381					
OG0051799					ib03g01395					
OG0051800					ib03g01396					
OG0051801					ib03g01397					
OG0051802					ib03g01398					
OG0051803					ib03g01399					
OG0051804					ib03g01400					
OG0051805					ib03g01408					
OG0051806					ib03g01415					
OG0051807					ib03g01416					
OG0051808					ib03g01424					
OG0051809					ib03g01432					
OG0051810					ib03g01435					
OG0051811					ib03g01437					
OG0051812					ib03g01444					
OG0051813					ib03g01450					
OG0051814					ib03g01454					
OG0051815					ib03g01458					
OG0051816					ib03g01471					
OG0051817					ib03g01477					
OG0051818					ib03g01483					
OG0051819					ib03g01484					
OG0051820					ib03g01490					
OG0051821					ib03g01493					
OG0051822					ib03g01496					
OG0051823					ib03g01497					
OG0051824					ib03g01512					
OG0051825					ib03g01516					
OG0051826					ib03g01517					
OG0051827					ib03g01525					
OG0051828					ib03g01529					
OG0051829					ib03g01561					
OG0051830					ib03g01571					
OG0051831					ib03g01581					
OG0051832					ib03g01583					
OG0051833					ib03g01591					
OG0051834					ib03g01603					
OG0051835					ib03g01616					
OG0051836					ib03g01617					
OG0051837					ib03g01623					
OG0051838					ib03g01629					
OG0051839					ib03g01639					
OG0051840					ib03g01643					
OG0051841					ib03g01654					
OG0051842					ib03g01661					
OG0051843					ib03g01664					
OG0051844					ib03g01665					
OG0051845					ib03g01666					
OG0051846					ib03g01673					
OG0051847					ib03g01678					
OG0051848					ib03g01683					
OG0051849					ib03g01710					
OG0051850					ib03g01738					
OG0051851					ib03g01741					
OG0051852					ib03g01743					
OG0051853					ib03g01747					
OG0051854					ib03g01779					
OG0051855					ib03g01794					
OG0051856					ib03g01795					
OG0051857					ib03g01796					
OG0051858					ib03g01806					
OG0051859					ib03g01810					
OG0051860					ib03g01811					
OG0051861					ib03g01814					
OG0051862					ib03g01823					
OG0051863					ib03g01832					
OG0051864					ib03g01838					
OG0051865					ib03g01845					
OG0051866					ib03g01849					
OG0051867					ib03g01858					
OG0051868					ib03g01873					
OG0051869					ib03g01874					
OG0051870					ib03g01876					
OG0051871					ib03g01885					
OG0051872					ib03g01891					
OG0051873					ib03g01894					
OG0051874					ib03g01896					
OG0051875					ib03g01917					
OG0051876					ib03g01921					
OG0051877					ib03g01928					
OG0051878					ib03g01930					
OG0051879					ib03g01934					
OG0051880					ib03g01935					
OG0051881					ib03g01945					
OG0051882					ib03g01948					
OG0051883					ib03g01950					
OG0051884					ib03g01951					
OG0051885					ib03g01957					
OG0051886					ib03g01965					
OG0051887					ib03g01968					
OG0051888					ib03g01974					
OG0051889					ib03g01975					
OG0051890					ib03g01992					
OG0051891					ib03g01993					
OG0051892					ib03g02010					
OG0051893					ib03g02029					
OG0051894					ib03g02030					
OG0051895					ib03g02036					
OG0051896					ib03g02039					
OG0051897					ib03g02044					
OG0051898					ib03g02045					
OG0051899					ib03g02049					
OG0051900					ib03g02051					
OG0051901					ib03g02053					
OG0051902					ib03g02054					
OG0051903					ib03g02061					
OG0051904					ib03g02062					
OG0051905					ib03g02063					
OG0051906					ib03g02064					
OG0051907					ib03g02065					
OG0051908					ib03g02071					
OG0051909					ib03g02073					
OG0051910					ib03g02075					
OG0051911					ib03g02085					
OG0051912					ib03g02097					
OG0051913					ib03g02103					
OG0051914					ib03g02108					
OG0051915					ib03g02125					
OG0051916					ib03g02127					
OG0051917					ib03g02134					
OG0051918					ib03g02138					
OG0051919					ib03g02145					
OG0051920					ib03g02146					
OG0051921					ib03g02148					
OG0051922					ib03g02150					
OG0051923					ib03g02152					
OG0051924					ib03g02155					
OG0051925					ib03g02168					
OG0051926					ib03g02174					
OG0051927					ib03g02179					
OG0051928					ib03g02191					
OG0051929					ib03g02197					
OG0051930					ib03g02203					
OG0051931					ib03g02211					
OG0051932					ib03g02219					
OG0051933					ib03g02225					
OG0051934					ib03g02258					
OG0051935					ib03g02262					
OG0051936					ib03g02263					
OG0051937					ib03g02269					
OG0051938					ib03g02270					
OG0051939					ib03g02292					
OG0051940					ib03g02297					
OG0051941					ib03g02305					
OG0051942					ib03g02314					
OG0051943					ib03g02317					
OG0051944					ib03g02320					
OG0051945					ib03g02336					
OG0051946					ib03g02340					
OG0051947					ib03g02342					
OG0051948					ib03g02346					
OG0051949					ib03g02365					
OG0051950					ib03g02386					
OG0051951					ib03g02389					
OG0051952					ib03g02402					
OG0051953					ib03g02403					
OG0051954					ib03g02417					
OG0051955					ib03g02427					
OG0051956					ib03g02428					
OG0051957					ib03g02429					
OG0051958					ib03g02443					
OG0051959					ib03g02446					
OG0051960					ib03g02447					
OG0051961					ib03g02451					
OG0051962					ib03g02454					
OG0051963					ib03g02459					
OG0051964					ib03g02469					
OG0051965					ib03g02476					
OG0051966					ib03g02481					
OG0051967					ib03g02495					
OG0051968					ib03g02496					
OG0051969					ib03g02499					
OG0051970					ib03g02501					
OG0051971					ib03g02509					
OG0051972					ib03g02519					
OG0051973					ib03g02529					
OG0051974					ib03g02533					
OG0051975					ib03g02542					
OG0051976					ib03g02544					
OG0051977					ib03g02545					
OG0051978					ib03g02546					
OG0051979					ib03g02548					
OG0051980					ib03g02555					
OG0051981					ib03g02561					
OG0051982					ib03g02585					
OG0051983					ib03g02587					
OG0051984					ib03g02600					
OG0051985					ib03g02604					
OG0051986					ib03g02623					
OG0051987					ib03g02628					
OG0051988					ib03g02635					
OG0051989					ib03g02636					
OG0051990					ib03g02638					
OG0051991					ib03g02641					
OG0051992					ib03g02643					
OG0051993					ib03g02644					
OG0051994					ib03g02649					
OG0051995					ib03g02656					
OG0051996					ib03g02672					
OG0051997					ib03g02675					
OG0051998					ib03g02679					
OG0051999					ib03g02680					
OG0052000					ib03g02682					
OG0052001					ib03g02689					
OG0052002					ib03g02690					
OG0052003					ib03g02693					
OG0052004					ib03g02703					
OG0052005					ib03g02709					
OG0052006					ib03g02716					
OG0052007					ib03g02719					
OG0052008					ib03g02727					
OG0052009					ib03g02730					
OG0052010					ib03g02740					
OG0052011					ib03g02741					
OG0052012					ib03g02750					
OG0052013					ib03g02757					
OG0052014					ib03g02769					
OG0052015					ib03g02781					
OG0052016					ib03g02793					
OG0052017					ib03g02794					
OG0052018					ib03g02806					
OG0052019					ib03g02809					
OG0052020					ib03g02821					
OG0052021					ib03g02829					
OG0052022					ib03g02830					
OG0052023					ib03g02831					
OG0052024					ib03g02851					
OG0052025					ib03g02855					
OG0052026					ib03g02856					
OG0052027					ib03g02858					
OG0052028					ib03g02860					
OG0052029					ib03g02861					
OG0052030					ib03g02864					
OG0052031					ib03g02871					
OG0052032					ib03g02875					
OG0052033					ib03g02884					
OG0052034					ib03g02888					
OG0052035					ib03g02890					
OG0052036					ib03g02895					
OG0052037					ib03g02896					
OG0052038					ib03g02900					
OG0052039					ib03g02908					
OG0052040					ib03g02909					
OG0052041					ib03g02914					
OG0052042					ib03g02917					
OG0052043					ib03g02918					
OG0052044					ib03g02920					
OG0052045					ib03g02933					
OG0052046					ib03g02934					
OG0052047					ib03g02940					
OG0052048					ib03g02950					
OG0052049					ib03g02961					
OG0052050					ib03g02962					
OG0052051					ib03g02972					
OG0052052					ib03g02987					
OG0052053					ib03g02990					
OG0052054					ib03g02992					
OG0052055					ib03g03010					
OG0052056					ib03g03014					
OG0052057					ib03g03016					
OG0052058					ib03g03021					
OG0052059					ib03g03022					
OG0052060					ib03g03027					
OG0052061					ib03g03033					
OG0052062					ib03g03037					
OG0052063					ib03g03039					
OG0052064					ib03g03049					
OG0052065					ib03g03056					
OG0052066					ib03g03059					
OG0052067					ib03g03066					
OG0052068					ib03g03069					
OG0052069					ib03g03072					
OG0052070					ib03g03078					
OG0052071					ib03g03090					
OG0052072					ib03g03102					
OG0052073					ib03g03106					
OG0052074					ib03g03107					
OG0052075					ib03g03109					
OG0052076					ib03g03111					
OG0052077					ib03g03115					
OG0052078					ib03g03120					
OG0052079					ib03g03121					
OG0052080					ib03g03125					
OG0052081					ib03g03144					
OG0052082					ib03g03156					
OG0052083					ib03g03166					
OG0052084					ib03g03179					
OG0052085					ib03g03191					
OG0052086					ib03g03205					
OG0052087					ib03g03206					
OG0052088					ib03g03222					
OG0052089					ib03g03233					
OG0052090					ib03g03239					
OG0052091					ib03g03248					
OG0052092					ib03g03259					
OG0052093					ib03g03270					
OG0052094					ib03g03280					
OG0052095					ib03g03282					
OG0052096					ib03g03291					
OG0052097					ib03g03297					
OG0052098					ib03g03300					
OG0052099					ib03g03314					
OG0052100					ib03g03322					
OG0052101					ib03g03325					
OG0052102					ib03g03330					
OG0052103					ib03g03331					
OG0052104					ib03g03332					
OG0052105					ib03g03333					
OG0052106					ib03g03341					
OG0052107					ib03g03342					
OG0052108					ib03g03345					
OG0052109					ib03g03349					
OG0052110					ib03g03350					
OG0052111					ib03g03354					
OG0052112					ib03g03355					
OG0052113					ib03g03368					
OG0052114					ib03g03376					
OG0052115					ib03g03401					
OG0052116					ib03g03406					
OG0052117					ib03g03424					
OG0052118					ib03g03427					
OG0052119					ib03g03444					
OG0052120					ib03g03448					
OG0052121					ib03g03462					
OG0052122					ib03g03467					
OG0052123					ib03g03484					
OG0052124					ib03g03492					
OG0052125					ib03g03493					
OG0052126					ib03g03501					
OG0052127					ib03g03502					
OG0052128					ib03g03507					
OG0052129					ib03g03508					
OG0052130					ib03g03512					
OG0052131					ib03g03516					
OG0052132					ib03g03517					
OG0052133					ib03g03521					
OG0052134					ib03g03528					
OG0052135					ib03g03540					
OG0052136					ib03g03542					
OG0052137					ib03g03547					
OG0052138					ib03g03553					
OG0052139					ib03g03558					
OG0052140					ib03g03559					
OG0052141					ib03g03563					
OG0052142					ib03g03581					
OG0052143					ib03g03596					
OG0052144					ib03g03599					
OG0052145					ib03g03601					
OG0052146					ib03g03618					
OG0052147					ib03g03655					
OG0052148					ib03g03657					
OG0052149					ib03g03661					
OG0052150					ib03g03669					
OG0052151					ib03g03677					
OG0052152					ib03g03679					
OG0052153					ib03g03681					
OG0052154					ib03g03682					
OG0052155					ib03g03684					
OG0052156					ib03g03691					
OG0052157					ib03g03697					
OG0052158					ib03g03698					
OG0052159					ib03g03701					
OG0052160					ib03g03704					
OG0052161					ib03g03709					
OG0052162					ib03g03733					
OG0052163					ib03g03743					
OG0052164					ib03g03755					
OG0052165					ib03g03756					
OG0052166					ib03g03763					
OG0052167					ib03g03766					
OG0052168					ib03g03782					
OG0052169					ib03g03783					
OG0052170					ib03g03794					
OG0052171					ib03g03798					
OG0052172					ib03g03799					
OG0052173					ib03g03809					
OG0052174					ib03g03811					
OG0052175					ib03g03816					
OG0052176					ib03g03817					
OG0052177					ib03g03820					
OG0052178					ib03g03825					
OG0052179					ib03g03831					
OG0052180					ib03g03846					
OG0052181					ib03g03848					
OG0052182					ib03g03849					
OG0052183					ib03g03850					
OG0052184					ib03g03852					
OG0052185					ib03g03853					
OG0052186					ib03g03854					
OG0052187					ib03g03855					
OG0052188					ib03g03865					
OG0052189					ib03g03866					
OG0052190					ib03g03867					
OG0052191					ib03g03873					
OG0052192					ib03g03874					
OG0052193					ib03g03890					
OG0052194					ib03g03891					
OG0052195					ib03g03894					
OG0052196					ib03g03896					
OG0052197					ib03g03902					
OG0052198					ib03g03906					
OG0052199					ib03g03907					
OG0052200					ib03g03915					
OG0052201					ib03g03923					
OG0052202					ib03g03929					
OG0052203					ib03g03931					
OG0052204					ib03g03937					
OG0052205					ib03g03941					
OG0052206					ib03g03962					
OG0052207					ib03g03981					
OG0052208					ib03g03988					
OG0052209					ib03g03992					
OG0052210					ib03g03998					
OG0052211					ib03g04002					
OG0052212					ib03g04004					
OG0052213					ib03g04016					
OG0052214					ib03g04033					
OG0052215					ib03g04034					
OG0052216					ib03g04037					
OG0052217					ib03g04038					
OG0052218					ib03g04046					
OG0052219					ib03g04049					
OG0052220					ib03g04050					
OG0052221					ib03g04051					
OG0052222					ib03g04056					
OG0052223					ib03g04057					
OG0052224					ib03g04058					
OG0052225					ib03g04066					
OG0052226					ib03g04069					
OG0052227					ib03g04070					
OG0052228					ib03g04071					
OG0052229					ib03g04072					
OG0052230					ib03g04081					
OG0052231					ib03g04082					
OG0052232					ib03g04083					
OG0052233					ib03g04086					
OG0052234					ib03g04093					
OG0052235					ib03g04096					
OG0052236					ib03g04097					
OG0052237					ib03g04098					
OG0052238					ib03g04101					
OG0052239					ib03g04102					
OG0052240					ib03g04103					
OG0052241					ib03g04111					
OG0052242					ib03g04122					
OG0052243					ib03g04139					
OG0052244					ib03g04144					
OG0052245					ib03g04146					
OG0052246					ib03g04151					
OG0052247					ib03g04153					
OG0052248					ib03g04158					
OG0052249					ib03g04160					
OG0052250					ib03g04164					
OG0052251					ib03g04167					
OG0052252					ib03g04172					
OG0052253					ib03g04175					
OG0052254					ib03g04176					
OG0052255					ib03g04177					
OG0052256					ib03g04181					
OG0052257					ib03g04200					
OG0052258					ib03g04205					
OG0052259					ib03g04212					
OG0052260					ib03g04216					
OG0052261					ib04g00001					
OG0052262					ib04g00006					
OG0052263					ib04g00007					
OG0052264					ib04g00015					
OG0052265					ib04g00016					
OG0052266					ib04g00021					
OG0052267					ib04g00023					
OG0052268					ib04g00029					
OG0052269					ib04g00033					
OG0052270					ib04g00045					
OG0052271					ib04g00047					
OG0052272					ib04g00048					
OG0052273					ib04g00049					
OG0052274					ib04g00052					
OG0052275					ib04g00055					
OG0052276					ib04g00071					
OG0052277					ib04g00076					
OG0052278					ib04g00078					
OG0052279					ib04g00079					
OG0052280					ib04g00094					
OG0052281					ib04g00095					
OG0052282					ib04g00097					
OG0052283					ib04g00107					
OG0052284					ib04g00116					
OG0052285					ib04g00124					
OG0052286					ib04g00127					
OG0052287					ib04g00128					
OG0052288					ib04g00133					
OG0052289					ib04g00141					
OG0052290					ib04g00142					
OG0052291					ib04g00159					
OG0052292					ib04g00166					
OG0052293					ib04g00167					
OG0052294					ib04g00169					
OG0052295					ib04g00189					
OG0052296					ib04g00190					
OG0052297					ib04g00191					
OG0052298					ib04g00193					
OG0052299					ib04g00198					
OG0052300					ib04g00201					
OG0052301					ib04g00204					
OG0052302					ib04g00205					
OG0052303					ib04g00212					
OG0052304					ib04g00213					
OG0052305					ib04g00219					
OG0052306					ib04g00220					
OG0052307					ib04g00232					
OG0052308					ib04g00241					
OG0052309					ib04g00251					
OG0052310					ib04g00259					
OG0052311					ib04g00261					
OG0052312					ib04g00265					
OG0052313					ib04g00281					
OG0052314					ib04g00287					
OG0052315					ib04g00299					
OG0052316					ib04g00304					
OG0052317					ib04g00306					
OG0052318					ib04g00310					
OG0052319					ib04g00318					
OG0052320					ib04g00319					
OG0052321					ib04g00321					
OG0052322					ib04g00322					
OG0052323					ib04g00328					
OG0052324					ib04g00338					
OG0052325					ib04g00344					
OG0052326					ib04g00345					
OG0052327					ib04g00352					
OG0052328					ib04g00366					
OG0052329					ib04g00370					
OG0052330					ib04g00379					
OG0052331					ib04g00386					
OG0052332					ib04g00391					
OG0052333					ib04g00394					
